These,are,the,entries
with,flavors,that,were,deleted
=====,=====,=====,=====,=====,=====,=====
EntryID,Type,Name,FlavorAssetIDs,FlavorsSize,LastPlayedAt,CreatedAt
1_sioqnnq5,1,"LPC Housing Law Workshop 5 Disrepair - Contractual claims","1_myqbxdx2 1_8c3mm0tj",78745,,1360062401
1_tyotict0,1,"LPC Housing and Welfare WGS10","1_gpl7tct8 1_4yeg0sh5",67583,,1360062401
1_asvc8bkb,1,"Fire Essentials","1_l3gm0qgy 1_5yp0lkw3",7352,,1360062429
1_bdcfr0ef,1,"REDOC LGS 5","1_cvv7wac8 1_v2h7ofs5",237568,,1360062545
1_3174sqeu,1,britainandcivlwar.mov,"1_y1j3amf9 1_z5effmaj",184115,,1360063395
1_kq0mfxmz,1,americanbastille2.mov,"1_8sfrsi2g 1_0rg2vpp8",173772,1360065600,1360063846
1_hi3zl4pt,1,"10 - Run Outta You.mp4",1_zm9a1n11,3921,1465470000,1360065204
1_f4ljbz3o,1,"Oxford Art Online","1_szd5r8iw 1_9nl1hiwz",36147,,1360066840
1_l3eo0ntc,1,"PI Lit Online Tutorial 2 RTA Protocol - other elements","1_avdqsc1v 1_b4ktrlmr",42086,,1360066868
1_9wsj90i7,1,"PI Lit Online Tutorial 2 RTA Protocol - Stage 1","1_wtcpbxnr 1_56pvyeu4",43416,,1360066869
1_1rcspxqv,1,ttttt,"1_wwkc8l2j 1_r72ejjc4",8436,,1360066870
1_k29hu873,1,"Online Tutorial 6 Podcast 5","1_xdntav1u 1_9jqggh9c",85503,,1360066871
1_iut1koi9,1,"Online Tutorial 6 Podcast 3","1_4g57bdvw 1_h9umr3i5",71679,,1360066872
1_2yhccn6p,1,"Online Tutorial 6 Podcast 4","1_s8biyw9i 1_nk5c8usu",17848,1527811200,1360066873
1_n7yug8xk,1,"Online Tutorial 6 Podcast 2","1_nbl210at 1_no5ciqz2",84991,1568008800,1360066873
1_gigzjy46,1,"Online Tutorial 6 Podcast 1","1_quqxxz8m 1_nooumyxc",67276,1568008800,1360066874
1_s1p3arvz,1,"Online Tutorial 4 Podcast 3","1_ut2icufx 1_drb23tds",162098,,1360066875
1_x91p0stz,1,"Online Tutorial 4 Podcast 4","1_97y6u1th 1_gkwvw2aw",52735,,1360066876
1_ve8as5gt,1,"P.I. Lit: Online Tutorial 5 Podcast 1","1_p1k5lpky 1_8hrm11jc",71782,1583312400,1360066884
1_ddbgp98n,1,"Online Tutorial 5 Podcast 4","1_78iz5aws 1_x1erhfkf",59084,1568005200,1360066885
1_bi1td1hg,1,"Online Tutorial 5 Podcast 3","1_jlte7dtv 1_rflcfx9t",92159,1495987200,1360066886
1_5iul7kns,1,"Online Tutorial 5 Podcast 2","1_1vmpz7ll 1_ydoco8wv",35942,,1360066887
1_tjd9wdqh,1,"Online Tutorial 4 Podcast 1","1_7smixceq 1_ydqfqc05",121343,1582876800,1360066888
1_uxryjdh8,1,"P.I. Lit: Online Tutorial 3 Podcast 3","1_155k9vna 1_3wnqv324",53555,1582531200,1360066889
1_sp8q4r7n,1,"Consequences of Uncertainty","1_uifpzdmb 1_pur21fv8",65945,1565172000,1360067085
1_gz4qv5tp,1,"Law & Society: Crime, Justice & Punishment 3","1_fros7g9i 1_hhqw26x6",92569,1501725600,1360067087
1_zpubi625,1,"Law & Society: Crime, Justice & Punishment 2","1_hholr9p1 1_xcxoz32j",83762,1540497600,1360067088
1_9rvjxgj4,1,"Law & Society: Crime, Justice & Punishment 1","1_d3kebaac 1_s1nwizb7",204697,1574020800,1360067089
1_tpd4w41r,1,"Themes, Issues and Exam Guidance","1_j9938cpq 1_v74dvs27",123801,1578780000,1360067090
1_kzlb6igl,1,"LLB L&S Presentation Assessment Guidance","1_epyn4lw5 1_feo4iy9g",90725,1582743600,1360067090
1_4pumz565,1,"LLB L&S Rights, Podcast Part 3 (of 3)","1_7zzazgrf 1_l824svsb",78028,1502092800,1360067091
1_oj48x7b9,1,"LLB L&S Rights, Podcast Part 2 (of 3)","1_yyeb36p3 1_j82jxysn",77004,1574629200,1360067092
1_ozf408o1,1,"LLB L&S Rights, Podcast Part 1 (of 3)","1_ow2ccsmi 1_9a1hcdus",104344,1580475600,1360067093
1_kagzxsgp,1,"LLB L&S Freedoms Part 3","1_pj587kk4 1_km4ljr9b",47615,1502092800,1360067094
1_246t0n2a,1,"LLB L&S Freedoms Part 2","1_49pjwnqt 1_bdgf4rlp",18001,1502092800,1360067095
1_x7kouywa,1,"LLB L&S Miscarriages of Justice, Part 2","1_q5v65is6 1_glcuvxhb",94616,1502092800,1360067096
1_3xjy28ki,1,"LLB L&S Freedoms Part 1","1_xxcp5rpq 1_kbncydip",44544,1502092800,1360067097
1_zv541ng8,1,"LLB L&S Miscarriages of Justice, Part 1","1_y5ghv1u4 1_55yfkgjv",35532,1502082000,1360067098
1_wj6yalf0,1,"LLB L&S Inequalities, Part 2","1_px4ur4ny 1_sttk7sce",42802,1501722000,1360067099
1_7y6qktnv,1,"LLB L&S Inequalities, Part 1","1_faelpdtm 1_zvafy27e",32562,1502092800,1360067105
1_5ien5nm3,1,"LLB L&S, Discrimination, Part 3","1_x2jutflv 1_559uwnqa",41676,1581271200,1360067106
1_nh4zkrpe,1,"LLB L&S, Discrimination, Part 2","1_a5toaonl 1_cxnlk3u0",45055,1502082000,1360067107
1_a9wpff9k,1,"LLB L&S Discrimination, Part 1","1_kn8oi0l6 1_vl3nkj3z",35225,1502092800,1360067108
1_a4y5yv4d,1,"LLB L&S Democracy, Podcast Part 4","1_cw4wan5e 1_j9pirgb9",95641,1502078400,1360067109
1_8q6rklg6,1,"NHS Evidence","1_3fk6q3oj 1_b3z1czej",15472,,1360067240
1_r4fzizow,1,"Anatomy TV","1_3elh8iag 1_uo5qjpoc",24135,,1360067241
1_4hter1zi,1,Internurse,"1_pkj0mk1x 1_52zwc43p",24442,,1360067241
1_eux8cn5l,1,"Getting help from the Library","1_6lvz106w 1_9bqyma4k",11939,,1360067242
1_wha57ndk,1,"Finding a journal article","1_pvtl3qp3 1_k2zqpf9a",14858,,1360067243
1_f7rx4lkv,1,"Finding a book on the shelf","1_nxn9s808 1_krzntgzg",12410,,1360067244
1_zezhc3zi,1,"Finding print journals at the site libraries","1_n75rdsjc 1_vindyqtu",11058,,1360067245
1_jt619fux,1,"Finding a print journal at All Saints","1_mvrfqn0t 1_qovwq9d1",11990,,1360067246
1_gqcv9w0p,1,"AMED Advanced Search","1_pqu89rqo 1_gz9knwsw",29490,,1360067249
1_83i3awq5,1,"AMED Basic Search","1_5rxudtmb 1_hz9atqhc",46182,,1360067250
1_09o33n0o,1,"Office for National Statistics","1_ppj8rayt 1_osqmklcq",25701,,1360067251
1_jxhsqvep,1,"Digitisation podcast","1_ifpf7e2k 1_65xnwfdu",21391,,1360067252
1_vdpv5gyn,1,"LSCM in a Business Context Introduction","1_c0dzykzr 1_okwg01ah",56729,,1360067353
1_nzgyppx3,1,"OMDM PT 05 Oct 11 1800 2nd Half","1_66wdvxyz 1_vn5ce8um",483328,,1360067354
1_0n5z6dmt,1,"OMDM W19 11 Mar 11 1400","1_clkq2fvm 1_n9g1j7g2",356352,,1360067355
1_xliyo3bu,1,"OMDM W11 17 Dec 10 1400","1_v999r3v5 1_zzmbknr9",400384,,1360067356
1_xp8rfh2n,1,"OMDM W11 17 Dec 10 1100","1_pgohlld5 1_cuw2hfo5",410624,,1360067357
1_fg4a1my8,1,"OMDM W10 10 Dec 10 1400","1_f4xv2wje 1_snnnbhp5",414720,,1360067365
1_lfajwutw,1,"OMDM W10 10 Dec 10 1100","1_uequcbql 1_hl1sdm7w",420864,,1360067367
1_voir5vqu,1,"OMDM W09 03 Dec 10 1400","1_fe55oqwp 1_c5fz35vf",448512,,1360067368
1_0k5n7djx,1,"OMDM W09 03 Dec 10 1100","1_iw0ildqo 1_hea2ne8u",427008,,1360067369
1_fgx8s17k,1,"OMDM W08 26 Nov 10 1400","1_fq23ifqi 1_3qkhykw9",431104,,1360067370
1_bnf4sb17,1,"OMDM W08 26 Nov 10 1100","1_y2uqq8zu 1_8pf7wwqh",334848,,1360067371
1_qthy1b45,1,"OMDM W07 19 Nov 10 1400","1_9qo70ojn 1_dlk22ob6",422912,,1360067372
1_x350so68,1,"OMDM W07 19 Nov 10 1100","1_zoo7wrss 1_n33pby0s",432128,,1360067372
1_vrfntxjm,1,"OMDM W06 12 Nov 10 1400","1_79ucboj8 1_fs8gew4s",407552,,1360067373
1_0eu5rizi,1,"OMDM 12 Nov 10 1400","1_ljoper4w 1_aigp4ooc",409600,,1360067374
1_f4t2fvnw,1,"OMDM 12 Nov 10 1400","1_derv4i5v 1_xqenn2q1",409600,,1360067375
1_t50jd7dh,1,"OMDM W06 12 Nov 10 1100","1_8ajue2rh 1_wh7vi702",409600,,1360067376
1_i689lw81,1,"TAX ST WC 280113.mov","1_ugrjnaf5 1_8lhyd1r9 1_yy78t1bw",242584,1376528400,1360067563
1_dmr4q24f,1,"LDS Deaf Guide","1_1ulz1ypf 1_zypbbkct",39526,,1360068257
1_akna1pss,1,"part c","1_072vm7e0 1_869gpi4x",11693,,1360068323
1_9kce9prg,1,"part a","1_7f9ue49v 1_yx3dhah8",27647,,1360068324
1_cco9vyl1,1,Untitled,"1_ypjrmn70 1_c5wdssau",23459,,1360068325
1_4kk5huph,1,"paet b1","1_5iwwb7wi 1_vjxwntro",83353,,1360068326
1_cytflk8o,1,"toyz inc part a","1_r06ifp46 1_2k2bqh83",27647,,1360068327
1_swuo0gcu,1,"Traditional approaches part 2","1_nygn9ztb 1_gocovg5f",106085,,1360068328
1_x69dc2to,1,"Traditional approaches part 1","1_pz7b2xyg 1_lzj3edgn",106085,,1360068329
1_8z0o0i6b,1,"Airtex 1","1_nvchq97l 1_vvpolht2",19732,,1360068330
1_5poux6e7,1,"Balanced scorecard part 2","1_i62xxmkh 1_m609in9c",108646,,1360068331
1_pvw1qgjn,1,Extron-Sanyo-XT-11-Samsung-Visualiser,"1_gke1i7ad 1_wq2ni4ni",43109,,1360068713
1_vqi50zrn,1,"Solicitors Accounts Workshop 3","1_ntpu5i8g 1_rxhh73z5",162611,,1360068755
1_in1061d8,1,"Workshop 2 Presentation 2","1_hax8au31 1_lu8yzw7s",109976,,1360068755
1_ofq9lcc5,1,"Workshop 2 Presentation 1","1_alhabfas 1_iugzgipf",58572,,1360068756
1_tld0jvx8,1,"Workshop 1 Presentation 2","1_elqnehvi 1_0w3w4m0y",85913,,1360068757
1_5ssfr3ln,1,"Workshop 1 Presentation 1","1_p4kt1mzw 1_jlmcvu10",156671,,1360068759
1_y6pi9ydg,1,"Solicitors Accounts Workshop 2 Presentation 3 example","1_1c5digsn 1_fdgw3w4g",120217,,1360068760
1_3zbshmdz,1,"Comm law WS 1 - PO Element 3","1_wbu0m7qd 1_a8zgcd7v",71064,,1360068878
1_2c7rpjlz,1,"Comm Law WS 2 - PO element 2","1_xw2chfa7 1_kb4r20nj",26623,,1360068879
1_1ts39zhz,1,"Comm law WS 1 - PO Element 1","1_5c92ns8b 1_bviii6uw",10474,,1360068880
1_lrf7xgi6,1,"Comm Law Workshop 3 Task 4","1_47wxmtpl 1_qah3tv4m",13496,,1360068881
1_5jja0bz6,1,"Workshop 5 component 2","1_0ot3ful1 1_qgsm7r6j",74547,,1360068882
1_dco7i52h,1,"Workshop 5 Component 1","1_h54elkz0 1_xiqd8tpp",59596,,1360068883
1_etahaezw,1,"Sale component 3","1_s9zcuw8d 1_qmfzrq15",62360,,1360068884
1_jtkzxuxv,1,"Sale Component 2 ","1_rjn5e3tp 1_mwskuv7i",38502,,1360068885
1_81b09dhd,1,"Sale component 1","1_9ewl8v8t 1_46z8lwhw",18922,,1360068886
1_gdm63kez,1,"Purchase Component 3","1_pqyknbgi 1_za6tbl82",39628,,1360068886
1_4todpwfe,1,"Purchase Component 2","1_wis1xbm7 1_vv8imukr",54476,,1360068887
1_0sqij9pk,1,"PO Component 3","1_gdeyored 1_83o3usoq",100146,,1360068888
1_g7ohpi7u,1,"Purchase Component 1","1_z70umgu8 1_2dn90634",30822,,1360068889
1_ljcvu50q,1,"PO Component 4","1_vks62rzt 1_7bu4oj33",9061,,1360068890
1_j16t8ez9,1,"PO Component 2","1_7kwwta3m 1_fn24vu7j",45158,,1360068892
1_wuclg5md,1,"TM Component 4","1_zczrt3ym 1_x4iocxwb",77619,,1360068893
1_k8fwz59h,1,"PO Component 1","1_f2e1ju9q 1_40cvjm0c",15287,,1360068893
1_qaqqf159,1,"TM Component 3","1_1cf4jaar 1_xjp65ssn",45157,,1360068894
1_0nzr8fh7,1,"TM Component 2","1_lsipz3mp 1_s4gqe3bs",37478,,1360068895
1_fvh6dbox,1,SPORTDiscus,"1_9o4hvuzd 1_t9m5zojk",25394,,1360069281
1_k7vkcnb1,1,"Operating the Video Recording Units","1_rjick7fr 1_p3f77ww7",19005,,1360069333
1_5l4e0x2n,1,"Witness Handling (part 3 of 3)","1_tfbjaqyd 1_2ne31jxv",251904,,1360069334
1_k4y3aaee,1,"Witness Handling (Part 2 of 3)","1_0uj7wmxi 1_5mflzvjv",312320,,1360069335
1_yi8kikmo,1,"Witness Handling","1_t1abgm4s 1_wz9klazb",311296,,1360069336
1_ugwfe24v,1,"Using AV equipment","1_4kk3n3bm 1_pvp8u7qs",15308,,1360069337
1_w2q3e9mw,1,"Psychosocial aspects of Pain","1_pq5uvc0z 1_no5uyhbk",276480,,1360069414
1_qyh7i42k,1,"Subjective assessment (Cervical spine)","1_1l2az45m 1_3l0qakh3",132915,1519261200,1360069417
1_6qavjvvy,1,"video 3",1_8okkr8fw,22,,1360069419
1_6vpdfls8,1,"Video 2","1_c3mpmkqm 1_f7kn4h1a",3910,,1360069419
1_84u53noh,1,"Video 1","1_lxhka5hy 1_6kakgzxk",2456,,1360069421
1_btr813zu,1,"Exercise Physiology","1_8stlm6ta 1_xpi5ffw3",47205,,1360069422
1_vvmn4sb5,1,"Information Systems","1_8f220ptk 1_p8vclsfc",35737,,1360069576
1_09km1lim,1,"MMU Careers Service for MMUBS UG Students","1_9q2adujt 1_wgl03bvc",97279,,1360069577
1_mara0j8f,1,"Marking with Turnitin","1_ainmgmq8 1_4e6zy8ez",162918,,1360069578
1_gcbzxfnz,1,"Academic Writing","1_9y7m8r4l 1_ngkdhien",273408,,1360069579
1_vr9byfm9,1,"MMU TalentOnView Career Portal ","1_7k0p8g8t 1_a0t1up0u",121139,,1360069580
1_feorc3ng,1,"Open Proj 2","1_3ydmpglo 1_5zp1voe5",95641,,1360069580
1_pc3ccocf,1,"Open Proj 1","1_qr0xace3 1_c47tz44u",36761,,1360069581
1_y0480i7t,1,southversusthesouth.mov,"1_vw9p0dev 1_4lu1kn3q 1_feejt4ns",332288,1537344000,1360075178
1_a8cs4c3i,1,"Group 12 presentation.wmv","1_crjgm58m 1_klcergvf 1_dv50e1c6",38306,,1360077809
1_wy20dyz6,1,"Theft lecture 2","1_fdm05b1g 1_gxsejexy",328704,1549879200,1360077920
1_mhn2r295,1,"Theft lecture 1","1_e8lftv1b 1_1uwuta4u",239001,1551862800,1360077921
1_pk2mrx82,1,"LLB Dissertations Podcast","1_s4y4ddiz 1_yjsubbwp",248832,1428930000,1360077922
1_m5c4jbfx,1,"customer profile","1_rjod0i5x 1_0iz0zj4n 1_290koue5",40959,,1360081139
1_ud1hdb8r,1,"Mood Board. .mov","1_mviz1aqq 1_e80lvkjz 1_x7rsl4tq 1_85gff23j 1_gmm7kxoq",493,,1360081442
1_0wa36euk,1,"powerpoint with sound.wmv","1_c1lwnnau 1_uqu2rgt1 1_xgpix5qt",1520,1360148400,1360081916
1_hrc2949k,1,"Practice Upload.m4v","1_3zy2wn26 1_4wtdgu5p 1_bp8nabmi 1_gvwyhm23",27441,,1360082080
1_se7cbyax,1,"Consumer Profile.wmv","1_nu29cmob 1_14cptgti",4146,,1360082108
1_byla5bu1,1,"Moodboard Test","1_r3bvgkty 1_gz5ilyfo 1_yyrvbqpi",14314,,1360082597
1_fepamwft,1,"grp3 MOOD BOARD1.wmv","1_jbpetfnu 1_ow30109k 1_sn53o9fe",37713,,1360083082
1_xwjno2ml,1,"intro to unit2.mov","1_w8i8tsme 1_sf0oqgmv",16977,1406199600,1360086853
1_4d83ueam,1,"PACE (project 3 lecture 3)","1_w4gc8216 1_ud2yykt9",109464,,1360104806
1_1u3r29dd,1,"Human Rights Act (project 2 lecture 2)","1_wjqehr5k 1_ejv0ao6x",61849,,1360104807
1_05edur7z,1,"Human Rights (Project 3 lecture 1)","1_5ouovbeb 1_ujqr6jkj",158309,,1360104808
1_06w0g8xu,1,"Project Three lecture three",1_xsnj3emv,16691,,1360104809
1_0yblxzpn,1,"Project Three lecture two (HRA)","1_i5usu449 1_14z2qmj7",61849,,1360104810
1_2dcy5s2e,1,"Project Three part time lecture one on  Human Rights","1_nimoya0f 1_e4mdubjl",158309,,1360104811
1_00prb9es,1,"Lecture One for Project Three","1_e5oc8tio 1_7bty90eq",134860,,1360104813
1_ydaxmvs6,1,"Public Project Two Lecture Four","1_vxdcbomx 1_2plqlhmt",112127,,1360104814
1_jn2yzqa3,1,"Public Project Two, Lecture Three","1_9cytyovy 1_61iymsno",183398,,1360104815
1_vvdk6hp9,1,"Public Law Part Time Project Two Lecture Three","1_7967bbeq 1_qkflvsue",178995,,1360104820
1_0bcb955e,1,"Part Time Public Law Project Two Lecture Two","1_pv5aq1g9 1_w8p26dm9",103116,,1360104821
1_kgm753uv,1,"Public Law Part Time Project Two Lecture One","1_1yjapszt 1_2oz2aoyy",48639,,1360104822
1_6vhb5wbh,1,B.wmv,"1_f6jxtjmx 1_sji9t3l1 1_mb2havmc 1_ymkp65e7 1_pbgnf1ku",120440,,1360138726
1_r2iwe49l,1,"ATP2 - Groups Lecture 5 Question: Hart","1_c2kn1qoa 1_mdypflrp",184934,1400245200,1360144370
1_r1mn64db,1,"ATP2 - Revision Pod 1",1_e13vdywu,6420,1370257200,1360144371
1_i32d6mpy,1,"ATP2 - Groups supertutorial 2","1_ppu82gkx 1_3kjoxd42",320512,,1360144373
1_4jlqhtx0,1,ESS_staff_development_assessment_criteria,"1_7c1qu5kp 1_6m6qcwtc",79769,1372698000,1360147246
1_jtqz1ee3,1,"Solicitors Accounts Workshop 2 presentation 1 ",1_wtpkwrrr,9994,,1360147525
1_zt81lv1n,1,"Housing 2011-12 Workshop 1 summary","1_mul7x62k 1_zjgpxsmn",176025,,1360147526
1_ve1v5kv6,1,"Housing 2011-12 Workshop 1 Summary","1_u4u0enzv 1_6ajfztk5",174796,,1360147527
1_mkdprt8w,1,"Solicitors Accounts Workshop 1 Revision exercise Mr O'Dowd","1_yqq5yweb 1_7y1t55r5",63589,1583265600,1360147528
1_0rfbautt,1,"Solicitors Accounts Workshop 2 presentation 1 ","1_06d32rfj 1_52cmvkpm",81100,,1360147529
1_sk2c6eoo,1,"LPC Housing WS5 Procedure, funding and public law obligations",1_1rxgoidk,6656,,1360147531
1_79h0ppui,1,"PST Hollings","1_kshmedpt 1_5go5ubc4",58470,,1360148098
1_m6orr7xf,1,"Interview 4","1_bs5a680q 1_kc3pmggl",60620,,1360148132
1_t9gvq2rc,1,Untitled,"1_8iwabe7t 1_57abrbcv",48127,,1360148133
1_2kj7z837,1,"Interview 1","1_ymh6o921 1_b1xtakvk",73318,,1360148135
1_xh0h3crr,1,"Interview 3","1_rtzuenk5 1_3jk8rmri",75672,,1360148136
1_7rjlij7g,1,"Interview 2","1_5f1r6ttb 1_6fgy8lv5",65228,,1360148137
1_q8d3bfhf,1,"Com Prop Introduction to Com Prop online tutorial part 2","1_d3moyuiq 1_atri2ynj",89907,1527768000,1360148364
1_xca2xaoq,1,"Com Prop Introduction to Com Prop online tutorial part 1","1_q9b1vexb 1_rlis4vpq",135372,1527858000,1360148365
1_fjl1n7cy,1,"PLP Workshop 11 On-line tutorial Lease Obligations ","1_4tgfo2bz 1_fg7gy5pd",34917,,1360148366
1_1qtwzxhi,1,"PLP Workshop 11 On-line tutorial an Introduction to Leasehold land ","1_w0evvwis 1_mh46ptt5",85810,,1360148367
1_2m9t0g4u,1,"PLP online tutorial sale of part","1_8wh9ab1v 1_dvcjntzf",3635,,1360148368
1_gtlk0obv,1,"PLP Online tutorial Sale of Part","1_fiece7dw 1_hvv03c69",3624,,1360148369
1_2g8olgta,1,"Online tutorial –Registering unregistered title ","1_5zcd9vbm 1_45i9y14s",88677,,1360148370
1_cb3vozew,1,"PLP Online tutorial –Drafting Contracts for sale in Unregistered Land","1_xsqf5eey 1_fxue83fv",78950,1582016400,1360148371
1_3amv7p4m,1,"PLP Online tutorial –Pre-completion searches in unregistered land","1_hpmu4hzk 1_i0q5cqua",68812,,1360148372
1_inarz9ml,1,"Raising and Drafting Requisitions for Unregistered Land ","1_8qo9v4m7 1_mkas4l0o",118784,,1360148373
1_o3zcwkg4,1,"Deduction of Title to Unregistered Land","1_w5ntgwt5 1_7t54j0rd",105676,,1360148374
1_9nocne9f,1,"Introduction to Unregistered Land ","1_boa0x7kd 1_b8925136",45465,,1360148375
1_xd8a04uo,1,"PLP online tutorial post completion","1_u0csv1hz 1_ot73n9f2",101887,,1360148376
1_hngespjr,1,"PLP Online tutorial Completion","1_m4csassb 1_6qzct9bu",29081,,1360148376
1_y2yhi3ro,1,"PLP Online tutorial – Pre-completion searches ","1_dkw9ertp 1_76cvyg6z",98815,,1360148377
1_0rfelwbx,1,"PLP Online tutorial – Dealing with delayed completion ","1_7sng7vmf 1_32mkc35j",78130,,1360148378
1_yonyxly1,1,"PLP Online tutorial – Pre-completion searches",1_qeo0eiqs,8499,,1360148379
1_79ymmbpk,1,"PLP  Online tutorial  – Pre-completion work the buyer’s solicitor ","1_5us6145f 1_qp1gqvl9",68096,,1360148380
1_e2w4kwm1,1,"PLP Online Tutorial Drafting the Transfer ","1_363b25ic 1_t2eensx9",84889,1581969600,1360148381
1_fddjlvy4,1,"PLP Online Tutorial Exchange of Contracts","1_s9bkbmnr 1_6fd71wzb",115916,,1360148382
1_y44aesx5,1,"CACCDMC MMU Discussion Day, September 2012",1_v3wgly94,145408,,1360148620
1_wu03eb2e,1,"Women and Slavery",1_8h8j496i,17920,,1360148640
1_proiqkh2,1,"Virginian Slavery",1_bdu2b2tq,19456,,1360148641
1_ncqnov3k,1,"Slavery and the Historians",1_dadc1ge4,9789,,1360148642
1_wqb4u5ej,1,"Slavery and the American Revolution",1_p4e03djn,16486,,1360148642
1_zcyb4lro,1,"Indentured Servitude to Black Slavery",1_38oha035,19968,,1360148643
1_phvs280c,1,"European Attitudes to non-European peoples",1_8gdcbrci,18022,,1360148645
1_qg2avuvq,1,"Comparative Approaches to Slavery",1_kdesdglv,19660,,1360148645
1_bnbfuhbd,1,"Carolinian Slavery",1_vamfvmbc,20172,,1360148646
1_znjr9lhy,1,"Atlantic  Slave System",1_t387che1,23859,,1360148647
1_pudx0z01,1,"Introduction What is Slavery",1_gzfkid6y,17100,,1360148648
1_dcr4f7fw,1,"Women and Slavery",1_dsodcjav,10752,,1360148649
1_5idiqmy2,1,"Virginian Slavery",1_mbhk9r8k,11673,,1360148650
1_cgsbh5tl,1,"Slavery and the Historians",1_az3l44aa,5877,,1360148651
1_9ax6l07y,1,"Slavery and the American Revolution",1_d87cvmkz,9881,,1360148652
1_49ks4pep,1,"Slavery and American Film",1_26vwhh8u,10199,,1360148653
1_dzkyy4d1,1,"What is Slavery",1_04ytydps,10240,,1360148654
1_ueow4e4d,1,"Indentured Servitude to Black Slavery",1_kmcq717r,11980,,1360148655
1_jwthboiv,1,"European Attitudes to non-European peoples",1_flw38nxz,10752,,1360148656
1_3dqowdta,1,"Comparative Approaches to Slavery",1_w1x1q7h5,11776,,1360148657
1_ztcqv1ca,1,"Carolinian Slavery ",1_qg5lln8g,12083,,1360148658
1_1d56iaxg,1,"Introduction to the library for academic staff",1_s5o0rbup,2007,,1360148812
1_scfxohhk,1,"Intention to Create Legal Relations podcast","1_kn9vlrjy 1_0lxfj0bp",40242,1582333200,1360148835
1_f1aijy7b,1,"Consideration slides 17-25 podcast","1_jzy1y7ri 1_m8c1oh8m",118578,1582574400,1360148836
1_nkmhawfs,1,"Consideration Slides 8-16 podcast","1_20flwg5s 1_edbxqyr9",136498,1582570800,1360148837
1_ksqwb7q1,1,"Consideration Podcast 1","1_mmvcgduz 1_pnte1zug",86732,1583337600,1360148840
1_v4ij8jqe,1,"test podcast","1_wd19x3pd 1_to2n6lci",7822,1549630800,1360148840
1_44b2tazz,1,"Avery Index to Architectural Periodicals","1_xau8lywy 1_vm8w90o7",21851,,1360148880
1_kmn9i795,1,"Crim - Funding One","1_boprckuo 1_i8kpl1k9",91750,,1360148911
1_88rlmez6,1,"Youth Justice - Which Court","1_kfd4gx1f 1_evy87oym",153702,,1360148912
1_bkp7ao83,1,"ASBOS (1)","1_vke1h70k 1_pn3ch0he",147455,,1360148913
1_9l9evgs7,1,"Anti-Social Behaviour Orders","1_vzk4o5cc 1_p44kddvb",147250,,1360148914
1_kog6m0xf,1,Untitled,"1_gs48qvct 1_0b8czu0o",37477,,1360148915
1_0rhe8hd3,1,"Health and Safety Talk Business School Students","1_it1a7gry 1_09ai5ely",34816,,1360148971
1_s8z21e6m,1,"Health and Safety Talk Business School Students","1_qs77fae8 1_60ax916e",34918,,1360148979
1_onf5pgfw,1,"Work Based Learning (Role of the Manager) introductory lecture","1_3pk1iura 1_4drzlhmg",121957,,1360148997
1_awutnir4,1,"Work Basd Learning final year Role of the Manager Induction lecture","1_55kqbkjg 1_jhimq6hz",121957,,1360148998
1_xw1xkbjv,1,"Work Based Learning (Procedures, Policy & Practice) Induction lecture 2012","1_lm7770nf 1_ebmjp8xf",147045,,1360149000
1_dd7goujr,1,"CROWL Blog assignment briefing","1_15icx1mf 1_om3eqwk0",100249,,1360149002
1_algpw8vo,1,"CROWL assignment briefing part 1 Stakeholders","1_l2hddz6y 1_8dhajsgw",133324,,1360149003
1_objrdl0s,1,"CROWL assignment briefing part 2 Critical Incident","1_zzpmdpbl 1_ots7p0f2",96153,,1360149004
1_2umlw5tt,1,"CROWL Reflections Assignment part 3 Reflective Techniques review","1_ww5vmbmj 1_odwc8jnv",26213,,1360149005
1_lyyl5fp3,1,"CROWL assignment part 1 Stakeholders",1_6wuls6x1,16281,,1360149006
1_6h03op2n,1,"CROWL Reflections assignment part 3",1_ul2b7dza,2263,,1360149008
1_33cdznyu,1,"Work Based Learning L6 Report assignment briefing","1_jf86j8mh 1_w2iqtkmn",73625,,1360149008
1_rosr4cek,1,"Work Based Learning L5 Report assignment briefing","1_7zgh6jw7 1_z6qcb9o8",75673,,1360149009
1_gccybfud,1,"Work Based Learning 1st year presentation briefing","1_2gtu8uj7 1_idzvxwm6",58674,,1360149010
1_ds330lxo,1,"Work Based Learning","1_sx4emyxe 1_udbh42q1",87244,,1360149011
1_odksj65f,1,"2nd year Work Based Learning briefing for presentation assignment","1_6ojx2wia 1_a3nhpqu9",87244,,1360149012
1_pbccbt93,1,"Work Based Learning 2nd year induction lecture","1_40xb3nhl 1_3xl4moeo",69119,,1360149013
1_gipd393r,1,"WBL year 1 Business Report Briefing","1_l06n2jlv 1_71pc4xu4",54169,,1360149016
1_ei09as61,1,"WBL Can we afford it?","1_0f9i2giz 1_ftrrpxx2",64819,,1360149017
1_1g5yce9u,1,"try in","1_nbtsz4o8 1_9eyjp2iq",245452,,1360149148
1_0jtz03nj,1,registration,"1_wab6ljzd 1_pm2uza0i 1_yfkqwtal 1_kt5eza7b 1_ucm6i4p7",699,,1360149150
1_yesq6x9j,1,"Tray selection","1_1c4jncmh 1_6k0n49h3",20571,,1360149152
1_w5jvsvde,1,finish,"1_nao720r9 1_y2aelsmc",99225,,1360149153
